Month,Year,Region,Population,"Pulmonary Tuberculosis","Other Forms, Tuberculosis","Typhoid Fever","Diptheria and Croup","Scarlet Fever",Measles,"Whooping Cough","Lobar and Broncho Pneumonia","Diarrhea and Enteritis, Under 2 Years","Cerebro-Spinal Fever","Acute Anterior Poliomyelitis",Influenza,"Puerperal Septicemia",Cancer,"External Causes",Smallpox
April,1918,"Northern counties",1016514,98,13,11,15,6,8,20,233,42,1,1,48,7,70,82,1
April,1918,"Central counties",1208708,183,36,9,26,10,11,63,225,25,8,0,44,16,85,84,1
April,1918,"Southern counties",686443,102,17,6,6,1,10,25,98,5,2,0,34,6,39,41,1
April,1918,"Urban, population over 5,000",1210486,183,35,14,32,10,9,49,364,57,8,0,66,19,94,122,1
April,1918,"Rural, population under 5,000",1701179,200,31,12,15,7,20,59,192,15,3,1,60,10,100,85,2
April,1918,"Cities, population over 100,000",289577,53,11,0,9,8,1,10,100,14,4,0,7,2,19,24,0
April,1918,"Cities, population 45,000 to 100,000",299257,52,6,2,7,0,1,13,76,6,3,0,22,4,29,29,0
April,1918,"Cities, population 20,000 to 45,000",320018,37,10,10,9,1,4,11,125,27,1,0,22,7,27,47,0
April,1918,"Cities, population 10,000 to 20,000",165854,20,4,1,3,1,2,7,34,1,0,0,8,3,11,9,1
April,1918,"Cities, population 5,000 to 10,000",135780,21,4,1,4,0,2,8,29,9,0,0,7,3,8,13,0
May,1918,"Indiana (statewide)",2911665,292,60,19,25,10,26,59,270,56,4,2,51,22,185,198,3
May,1918,"Northern counties",1016514,81,19,7,8,3,8,15,103,25,1,2,20,8,73,76,1
May,1918,"Central counties",1208708,144,27,7,15,6,8,29,119,18,3,0,26,3,81,82,0
May,1918,"Southern counties",686443,67,14,5,2,1,10,15,48,13,0,0,5,11,31,40,2
May,1918,"Urban, population over 5,000",1210486,136,29,10,11,2,6,17,161,30,1,2,21,8,81,90,1
May,1918,"Rural, population under 5,000",1701179,156,31,9,14,8,20,42,109,26,3,0,30,14,104,108,2
May,1918,"Cities, population over 100,000",289577,46,11,0,0,0,0,1,44,6,3,0,0,0,22,20,0
May,1918,"Cities, population 45,000 to 100,000",299257,22,6,3,6,0,1,3,35,3,1,1,4,1,19,21,0
May,1918,"Cities, population 20,000 to 45,000",320018,31,4,4,4,0,4,8,51,18,0,1,6,7,24,29,1
May,1918,"Cities, population 10,000 to 20,000",165854,21,5,2,1,1,1,2,13,1,0,0,3,0,10,10,0
May,1918,"Cities, population 5,000 to 10,000",135780,16,3,1,0,1,0,3,18,2,0,0,8,0,6,10,0
June,1918,"Indiana (statewide)",2911665,279,44,22,14,6,13,31,72,50,3,5,6,4,199,268,1
June,1918,"Northern counties",1016514,84,10,10,3,2,4,8,27,14,0,1,1,1,81,139,0
June,1918,"Central counties",1208708,130,23,9,8,3,0,11,33,23,2,0,5,2,87,95,0
June,1918,"Southern counties",686443,65,11,3,3,1,9,12,12,13,1,4,0,1,31,34,1
June,1918,"Urban, population over 5,000",1210486,122,17,10,9,1,5,16,42,27,2,3,1,2,81,169,0
June,1918,"Rural, population under 5,000",1701179,157,27,12,5,5,8,15,30,23,1,2,5,2,118,99,1
June,1918,"Cities, population over 100,000",289577,33,5,2,6,0,0,1,17,6,1,0,0,1,19,26,0
June,1918,"Cities, population 45,000 to 100,000",299257,31,3,3,2,0,2,5,8,6,1,2,0,0,21,17,0
June,1918,"Cities, population 20,000 to 45,000",320018,36,5,4,1,0,0,5,14,11,0,1,0,1,26,104,0
June,1918,"Cities, population 10,000 to 20,000",165854,12,1,1,0,1,0,2,2,1,0,0,1,0,8,10,0
June,1918,"Cities, population 5,000 to 10,000",135780,10,3,0,0,0,3,3,1,3,0,0,0,0,7,12,0
July,1918,"Indiana (statewide)",2911665,233,41,23,21,0,2,24,70,134,5,2,1,17,203,261,3
July,1918,"Northern counties",1016514,76,10,7,5,0,1,5,40,45,0,0,0,7,66,116,0
July,1918,"Central counties",1208708,95,21,13,13,0,1,9,23,55,2,0,1,7,86,99,3
July,1918,"Southern counties",686443,62,10,3,3,0,0,10,7,34,3,2,0,3,51,46,0
July,1918,"Urban, population over 5,000",1210486,97,20,14,13,0,2,11,39,87,3,0,0,7,88,121,2
July,1918,"Rural, population under 5,000",1701179,136,21,9,8,0,0,13,31,47,2,2,1,10,115,140,1
July,1918,"Cities, population over 100,000",289577,26,7,5,7,0,0,5,7,22,2,0,0,1,16,28,2
July,1918,"Cities, population 45,000 to 100,000",299257,24,2,3,2,0,1,2,8,13,0,0,0,3,26,28,0
July,1918,"Cities, population 20,000 to 45,000",320018,25,6,2,3,0,1,2,20,28,0,0,0,2,17,46,0
July,1918,"Cities, population 10,000 to 20,000",165854,12,2,0,1,0,0,0,1,13,0,0,0,0,16,9,0
July,1918,"Cities, population 5,000 to 10,000",135780,10,3,4,0,0,0,2,3,11,1,0,0,1,13,10,0
August,1918,"Indiana (statewide)",2911665,219,45,43,23,4,1,11,60,238,4,5,5,11,227,245,0
August,1918,"Northern counties",1016514,70,15,9,5,2,0,3,15,88,1,0,0,4,79,102,0
August,1918,"Central counties",1208708,91,22,18,15,2,0,4,34,90,2,1,3,2,106,92,0
August,1918,"Southern counties",686443,58,8,16,3,0,1,4,11,60,1,4,2,5,42,51,0
August,1918,"Urban, population over 5,000",1210486,109,26,18,14,2,1,4,28,130,2,3,3,5,115,114,0
August,1918,"Rural, population under 5,000",1701179,110,19,25,9,2,0,7,32,108,2,2,2,6,112,131,0
August,1918,"Cities, population over 100,000",289577,34,5,3,9,0,0,2,9,24,0,0,1,0,32,24,0
August,1918,"Cities, population 45,000 to 100,000",299257,24,9,6,1,0,0,0,4,30,0,2,1,3,24,23,0
August,1918,"Cities, population 20,000 to 45,000",320018,30,5,7,3,2,0,1,11,44,1,1,0,0,30,45,0
August,1918,"Cities, population 10,000 to 20,000",165854,11,5,2,1,0,0,0,2,18,1,0,0,2,13,8,0
August,1918,"Cities, population 5,000 to 10,000",135780,10,2,0,0,0,1,1,2,14,0,0,0,0,16,14,0
September,1918,"Indiana (statewide)",2911665,186,44,44,31,3,1,11,130,221,1,4,61,8,189,160,0
September,1918,"Northern counties",1016514,57,11,15,17,2,0,3,55,83,0,1,20,2,70,64,0
September,1918,"Central counties",1208708,86,23,17,11,1,0,6,59,81,1,2,35,4,89,65,0
September,1918,"Southern counties",686443,43,10,12,3,0,1,2,16,57,0,1,6,2,30,31,0
September,1918,"Urban, population over 5,000",1210486,84,25,20,25,2,1,5,88,114,1,2,32,4,83,86,0
September,1918,"Rural, population under 5,000",1701179,102,19,24,6,1,0,6,42,107,0,2,29,4,106,74,0
September,1918,"Cities, population over 100,000",289577,29,5,2,4,0,0,1,27,20,0,0,7,3,23,18,0
September,1918,"Cities, population 45,000 to 100,000",299257,21,7,3,1,0,0,0,13,24,1,1,3,0,24,24,0
September,1918,"Cities, population 20,000 to 45,000",320018,13,5,9,17,2,0,1,36,38,0,1,22,1,17,34,0
September,1918,"Cities, population 10,000 to 20,000",165854,8,5,3,2,0,1,3,5,21,0,0,0,0,11,5,0
September,1918,"Cities, population 5,000 to 10,000",135780,13,3,3,1,0,0,0,7,11,0,0,0,0,11,5,0
October,1918,"Indiana (statewide)",2911665,233,36,75,34,3,1,21,1261,128,1,4,2030,17,197,194,0
October,1918,"Northern counties",1016514,74,12,26,9,1,0,7,533,53,0,2,773,4,67,87,0
October,1918,"Central counties",1208708,108,14,23,20,2,0,8,570,53,1,0,877,12,90,69,0
October,1918,"Southern counties",686443,51,10,26,5,0,1,6,158,22,0,2,380,1,40,38,0
October,1918,"Urban, population over 5,000",1210486,108,17,28,25,2,0,7,770,70,1,1,992,8,93,105,0
October,1918,"Rural, population under 5,000",1701179,125,19,47,9,1,1,14,491,58,0,3,1038,9,104,89,0
October,1918,"Cities, population over 100,000",289577,40,4,3,11,0,0,1,221,18,1,0,209,1,25,20,0
October,1918,"Cities, population 45,000 to 100,000",299257,21,3,10,2,0,0,2,151,13,0,1,186,3,30,21,0
October,1918,"Cities, population 20,000 to 45,000",320018,22,6,11,7,2,0,2,316,22,0,0,359,3,19,45,0
October,1918,"Cities, population 10,000 to 20,000",165854,13,4,1,4,0,0,2,43,9,0,0,114,0,9,10,0
October,1918,"Cities, population 5,000 to 10,000",135780,12,0,3,1,0,0,0,39,8,0,0,124,1,10,9,0
November,1918,"Indiana (statewide)",2911665,241,34,44,40,6,3,12,846,47,0,0,1683,12,205,178,0
November,1918,"Northern counties",1016514,76,12,17,18,5,3,3,284,21,0,0,600,3,80,75,0
November,1918,"Central counties",1208708,100,17,12,17,0,0,4,409,16,0,0,612,5,90,70,0
November,1918,"Southern counties",686443,65,5,15,5,1,0,5,153,10,0,0,471,4,35,33,0
November,1918,"Urban, population over 5,000",1210486,117,18,23,27,1,0,3,552,28,0,0,851,7,88,106,0
November,1918,"Rural, population under 5,000",1701179,124,16,21,13,5,3,9,294,19,0,0,832,5,117,72,0
November,1918,"Cities, population over 100,000",289577,35,3,1,5,0,0,2,182,7,0,0,121,0,18,15,0
November,1918,"Cities, population 45,000 to 100,000",299257,27,2,5,4,0,0,0,108,3,0,0,222,2,20,32,0
November,1918,"Cities, population 20,000 to 45,000",320018,29,9,11,13,0,0,1,170,12,0,0,260,3,22,35,0
November,1918,"Cities, population 10,000 to 20,000",165854,14,1,4,4,0,0,0,40,0,0,0,157,0,12,10,0
November,1918,"Cities, population 5,000 to 10,000",135780,12,3,2,1,1,0,0,52,6,0,0,91,2,16,14,0
December,1918,"Indiana (statewide)",2911665,289,27,29,39,5,2,7,917,40,2,5,1917,20,187,158,2
December,1918,"Northern counties",1016514,74,8,9,16,1,1,1,298,21,1,1,721,6,66,63,1
December,1918,"Central counties",1208708,131,9,12,21,2,0,2,422,14,1,4,785,10,79,76,1
December,1918,"Southern counties",686443,84,10,8,2,2,1,4,198,5,0,0,411,4,42,19,0
December,1918,"Urban, population over 5,000",1210486,135,10,7,23,3,1,2,518,26,0,2,921,11,94,99,1
December,1918,"Rural, population under 5,000",1701179,154,17,22,16,2,1,5,399,14,2,3,996,9,93,59,1
December,1918,"Cities, population over 100,000",289577,38,2,0,7,0,0,0,158,7,0,0,89,1,20,26,0
December,1918,"Cities, population 45,000 to 100,000",299257,31,4,2,2,0,0,0,104,3,0,2,211,3,17,25,0
December,1918,"Cities, population 20,000 to 45,000",320018,24,2,4,12,1,0,2,159,12,0,0,282,4,23,35,0
December,1918,"Cities, population 10,000 to 20,000",165854,21,2,1,2,2,0,0,65,1,0,0,203,3,16,7,0
December,1918,"Cities, population 5,000 to 10,000",135780,21,0,0,0,0,1,0,32,3,0,0,136,0,18,6,1
January,1919,"Indiana (statewide)",2911665,295,39,12,37,7,5,2,510,48,1,2,888,14,201,161,1
January,1919,"Northern counties",1016514,72,11,6,16,6,3,1,171,23,1,1,309,6,27,72,0
January,1919,"Central counties",1208708,131,17,4,15,1,0,0,231,15,0,1,341,6,93,71,1
January,1919,"Southern counties",686443,92,11,2,6,0,2,1,108,10,0,0,238,2,38,18,0
January,1919,"Urban, population over 5,000",1210486,133,22,6,26,4,3,2,261,28,1,2,317,9,93,90,0
January,1919,"Rural, population under 5,000",1701179,162,17,6,11,3,2,0,249,20,0,0,571,5,108,71,1
January,1919,"Cities, population over 100,000",289577,34,7,1,9,0,0,0,80,7,0,0,63,2,28,24,0
January,1919,"Cities, population 45,000 to 100,000",299257,38,9,2,7,0,2,1,51,4,1,0,67,2,24,21,0
January,1919,"Cities, population 20,000 to 45,000",320018,32,1,2,6,2,1,0,61,14,0,2,70,4,21,31,0
January,1919,"Cities, population 10,000 to 20,000",165854,14,0,1,1,2,0,1,35,2,0,0,51,0,8,11,0
January,1919,"Cities, population 5,000 to 10,000",135780,15,5,0,3,0,0,0,34,1,0,0,66,1,12,3,0
February,1919,"Indiana (statewide)",2911665,264,37,20,25,10,6,5,451,43,4,2,519,19,183,143,0
February,1919,"Northern counties",1016514,65,11,10,9,6,4,1,150,20,0,1,163,5,64,59,0
February,1919,"Central counties",1208708,124,15,3,10,3,0,1,201,19,4,1,230,6,88,62,0
February,1919,"Southern counties",686443,75,11,7,6,1,2,3,100,4,0,0,156,8,31,22,0
February,1919,"Urban, population over 5,000",1210486,121,15,8,16,4,3,1,247,26,2,1,223,13,87,80,0
February,1919,"Rural, population under 5,000",1701179,143,22,12,9,6,3,4,204,17,2,1,296,6,96,63,0
February,1919,"Cities, population over 100,000",289577,38,6,0,8,0,0,0,75,9,2,1,56,3,19,16,0
February,1919,"Cities, population 45,000 to 100,000",299257,26,2,3,2,0,2,1,76,7,0,0,79,2,23,20,0
February,1919,"Cities, population 20,000 to 45,000",320018,28,4,3,3,4,0,0,51,7,0,0,37,5,24,26,0
February,1919,"Cities, population 10,000 to 20,000",165854,17,1,0,3,0,1,0,30,0,0,0,22,3,8,7,0
February,1919,"Cities, population 5,000 to 10,000",135780,12,2,2,0,0,0,0,15,3,0,0,29,0,13,11,0
March,1919,"Indiana (statewide)",2948088,270,41,21,34,14,14,17,808,46,3,1,921,21,200,160,1
March,1919,"Northern counties",1042514,68,12,12,10,10,8,5,267,24,2,0,266,9,74,69,0
March,1919,"Central counties",1219131,126,22,4,16,2,2,3,368,13,1,1,428,9,86,70,0
March,1919,"Southern counties",686443,76,7,5,8,2,4,9,173,9,0,0,227,3,40,21,1
March,1919,"Urban, population over 5,000",1246909,121,18,11,15,8,6,5,403,28,1,1,390,10,96,89,0
March,1919,"Rural, population under 5,000",1701179,149,23,10,19,6,8,12,405,18,2,0,531,11,104,71,1
March,1919,"Cities, population over 100,000",300000,31,8,0,5,0,0,0,131,8,0,0,102,4,21,17,0
March,1919,"Cities, population 45,000 to 100,000",355257,31,4,3,4,4,6,1,86,6,0,1,93,1,24,26,0
March,1919,"Cities, population 20,000 to 45,000",290018,27,4,4,5,3,1,2,124,10,0,0,114,5,21,28,0
March,1919,"Cities, population 10,000 to 20,000",165854,14,0,2,0,1,0,2,37,3,0,0,51,0,16,10,0
March,1919,"Cities, population 5,000 to 10,000",135780,18,2,2,1,0,0,0,25,1,1,0,30,1,14,8,0
April,1919,"Indiana (statewide)",2948088,263,36,16,21,7,13,4,416,39,1,2,258,16,187,170,0
April,1919,"Northern counties",1042514,86,7,13,12,3,7,0,166,12,0,1,105,5,75,82,0
April,1919,"Central counties",1219131,110,15,2,6,4,6,0,188,14,1,1,106,5,82,62,0
April,1919,"Southern counties",686443,67,14,1,3,0,0,4,64,13,0,0,47,6,30,26,0
April,1919,"Urban, population over 5,000",1246909,127,21,12,9,4,9,0,191,19,0,2,106,7,94,94,0
April,1919,"Rural, population under 5,000",1701179,136,15,4,12,3,4,4,225,20,1,0,152,9,93,76,0
April,1919,"Cities, population over 100,000",300000,34,6,1,2,0,3,0,59,2,0,0,22,1,17,19,0
April,1919,"Cities, population 45,000 to 100,000",355257,39,6,0,3,0,4,0,40,4,0,1,14,1,22,30,0
April,1919,"Cities, population 20,000 to 45,000",290018,33,3,11,4,3,2,0,59,5,0,0,50,2,26,32,0
April,1919,"Cities, population 10,000 to 20,000",165854,14,3,0,0,1,0,0,17,4,0,1,12,3,12,5,0
April,1919,"Cities, population 5,000 to 10,000",135780,7,3,0,0,0,0,0,16,4,0,0,8,0,17,8,0
May,1919,"Indiana (statewide)",2948088,264,47,19,19,11,11,3,202,36,2,0,61,13,186,166,1
May,1919,"Northern counties",1042514,79,19,15,8,5,9,0,81,15,1,0,19,6,63,59,0
May,1919,"Central counties",1219131,119,1,1,10,3,2,1,82,15,0,0,28,4,84,77,1
May,1919,"Southern counties",686443,66,8,3,1,3,0,2,39,6,1,0,14,3,39,30,0
May,1919,"Urban, population over 5,000",1246909,116,21,14,9,3,8,0,112,24,0,0,25,4,80,88,1
May,1919,"Rural, population under 5,000",1701179,148,26,5,10,8,3,3,90,12,2,0,36,9,106,78,0
May,1919,"Cities, population over 100,000",300000,39,3,0,2,0,2,0,28,5,0,0,6,0,17,13,0
May,1919,"Cities, population 45,000 to 100,000",355257,28,5,6,1,0,5,0,32,6,0,0,6,1,26,27,0
May,1919,"Cities, population 20,000 to 45,000",290018,18,5,7,3,2,1,0,34,8,0,0,6,2,21,29,1
May,1919,"Cities, population 10,000 to 20,000",165854,17,4,0,2,1,0,0,12,4,0,0,6,0,7,7,0
May,1919,"Cities, population 5,000 to 10,000",135780,14,4,1,1,0,0,0,8,1,0,0,1,1,9,12,0
June,1919,"Indiana (statewide)",2948088,202,29,20,19,4,5,4,67,55,2,1,25,11,214,183,2
June,1919,"Northern counties",1042514,57,7,10,8,2,4,2,26,23,1,0,8,4,84,79,1
June,1919,"Central counties",1219131,89,17,4,7,0,0,0,30,17,1,0,10,4,88,73,0
June,1919,"Southern counties",686443,56,5,6,4,2,1,2,11,15,0,1,7,3,42,31,1
June,1919,"Urban, population over 5,000",1246909,93,14,12,10,2,2,4,43,30,1,0,15,6,85,97,1
June,1919,"Rural, population under 5,000",1701179,109,15,8,9,2,3,0,24,25,1,1,10,5,129,86,1
June,1919,"Cities, population over 100,000",300000,27,7,1,2,0,0,0,13,5,1,0,2,2,20,23,0
June,1919,"Cities, population 45,000 to 100,000",355257,20,3,3,6,1,1,3,11,10,0,0,3,0,27,41,0
June,1919,"Cities, population 20,000 to 45,000",290018,27,2,6,0,1,0,1,12,9,0,0,5,3,13,20,1
June,1919,"Cities, population 10,000 to 20,000",165854,6,1,0,1,0,1,0,5,1,0,0,1,0,12,8,0
June,1919,"Cities, population 5,000 to 10,000",135780,13,1,2,1,0,0,0,2,5,0,0,4,1,13,5,0
July,1919,"Indiana (statewide)",2948088,206,57,28,20,1,1,4,55,144,3,2,12,12,253,226,2
July,1919,"Northern counties",1042514,61,18,9,3,1,1,2,26,44,2,1,3,6,91,94,0
July,1919,"Central counties",1219131,90,27,10,15,0,0,1,20,55,1,1,8,6,115,96,2
July,1919,"Southern counties",686443,55,12,9,2,0,0,1,9,45,0,0,1,0,47,36,0
July,1919,"Urban, population over 5,000",1246909,102,28,14,9,0,1,4,29,77,1,1,2,11,111,109,1
July,1919,"Rural, population under 5,000",1701179,104,29,14,11,1,0,0,26,67,2,1,10,1,142,117,1
July,1919,"Cities, population over 100,000",300000,28,10,2,5,0,0,1,3,18,0,0,1,3,29,23,0
July,1919,"Cities, population 45,000 to 100,000",355257,31,4,1,1,0,0,2,7,19,1,0,0,4,27,34,0
July,1919,"Cities, population 20,000 to 45,000",290018,15,9,9,3,0,1,0,9,20,0,0,0,2,26,31,1
July,1919,"Cities, population 10,000 to 20,000",165854,16,3,2,0,0,0,0,3,11,0,1,0,2,12,12,0
July,1919,"Cities, population 5,000 to 10,000",135780,12,2,0,0,0,0,1,7,9,0,0,1,0,17,9,0
August,1919,"Indiana (statewide)",2948088,166,40,38,14,3,0,6,47,158,2,3,17,15,202,190,0
August,1919,"Northern counties",1042514,41,9,6,4,0,0,0,20,47,2,3,5,3,76,67,0
August,1919,"Central counties",1219131,86,14,15,8,3,0,1,20,69,0,0,10,7,77,80,0
August,1919,"Southern counties",686443,39,17,17,2,0,0,5,7,42,0,0,2,5,49,43,0
August,1919,"Urban, population over 5,000",1246909,81,23,15,8,2,0,4,33,81,1,1,10,9,99,93,0
August,1919,"Rural, population under 5,000",1701179,85,17,23,6,1,0,2,14,77,1,2,7,6,103,97,0
August,1919,"Cities, population over 100,000",300000,35,7,0,2,1,0,1,6,17,0,0,4,3,17,22,0
August,1919,"Cities, population 45,000 to 100,000",355257,21,4,6,1,0,0,3,9,21,0,1,1,1,28,25,0
August,1919,"Cities, population 20,000 to 45,000",290018,14,6,4,4,1,0,0,14,23,1,0,4,3,34,24,0
August,1919,"Cities, population 10,000 to 20,000",165854,7,3,2,1,0,0,0,3,15,0,0,1,2,7,9,0
August,1919,"Cities, population 5,000 to 10,000",135780,4,3,3,0,0,0,0,1,5,0,0,0,0,13,13,0
September,1919,"Indiana (statewide)",2948088,172,31,48,17,4,1,2,67,162,5,3,18,10,182,185,0
September,1919,"Northern counties",1042514,43,11,17,6,4,1,0,24,65,2,1,8,2,66,83,0
September,1919,"Central counties",1219131,83,10,23,10,0,0,1,32,55,3,1,6,6,77,71,0
September,1919,"Southern counties",686443,46,10,8,1,0,0,1,11,42,0,1,4,2,39,31,0
September,1919,"Urban, population over 5,000",1246909,80,17,19,12,4,0,1,37,85,3,0,9,3,81,100,0
September,1919,"Rural, population under 5,000",1701179,92,14,29,5,0,0,1,30,77,2,3,9,7,101,85,0
September,1919,"Cities, population over 100,000",300000,23,6,2,4,0,0,0,13,15,0,0,2,1,21,14,0
September,1919,"Cities, population 45,000 to 100,000",355257,26,2,3,1,1,0,0,11,14,1,0,2,2,23,33,0
September,1919,"Cities, population 20,000 to 45,000",290018,14,3,5,6,3,0,0,7,31,2,0,2,0,16,30,0
September,1919,"Cities, population 10,000 to 20,000",165854,9,4,6,1,0,0,0,2,15,0,0,0,0,12,11,0
September,1919,"Cities, population 5,000 to 10,000",135780,8,2,3,0,0,0,0,4,10,0,0,3,0,9,12,0
October,1919,"Indiana (statewide)",2948088,174,37,40,28,4,1,3,116,156,1,7,27,11,195,182,0
October,1919,"Northern counties",1042514,42,7,22,10,0,1,2,43,65,0,2,14,1,67,69,0
October,1919,"Central counties",1219131,82,18,10,10,3,0,1,52,74,1,4,11,8,85,79,0
October,1919,"Southern counties",686443,50,12,8,8,1,0,0,21,17,0,1,2,2,43,34,0
October,1919,"Urban, population over 5,000",1246909,78,14,20,17,2,1,2,63,87,1,2,10,8,86,102,0
October,1919,"Rural, population under 5,000",1701179,96,23,20,11,2,0,1,53,69,0,5,17,3,109,80,0
October,1919,"Cities, population over 100,000",300000,26,2,2,2,0,0,0,10,18,1,1,2,3,25,23,0
October,1919,"Cities, population 45,000 to 100,000",355257,16,1,5,5,0,1,0,19,26,0,0,1,2,17,27,0
October,1919,"Cities, population 20,000 to 45,000",290018,18,5,5,8,1,0,1,22,28,0,1,4,3,21,29,0
October,1919,"Cities, population 10,000 to 20,000",165854,11,3,5,2,0,0,1,9,11,0,0,1,0,14,13,0
October,1919,"Cities, population 5,000 to 10,000",135780,7,3,3,0,1,0,0,3,4,0,0,2,0,9,10,0
November,1919,"Indiana (statewide)",2948088,167,32,49,43,4,4,3,167,78,2,2,32,18,192,179,2
November,1919,"Northern counties",1042514,38,9,24,16,1,3,2,71,35,0,1,11,10,68,62,0
November,1919,"Central counties",1219131,71,13,17,18,2,1,1,61,23,1,0,14,6,83,82,1
November,1919,"Southern counties",686443,58,10,8,9,1,0,0,35,20,1,1,7,2,41,35,1
November,1919,"Urban, population over 5,000",1246909,70,15,18,29,2,3,3,91,43,1,0,12,13,87,90,1
November,1919,"Rural, population under 5,000",1701179,97,17,31,14,2,1,0,76,35,1,2,20,5,105,89,1
November,1919,"Cities, population over 100,000",300000,21,2,5,5,1,0,1,14,7,0,0,0,1,26,25,0
November,1919,"Cities, population 45,000 to 100,000",355257,26,6,1,9,0,0,1,32,11,0,0,2,4,27,16,0
November,1919,"Cities, population 20,000 to 45,000",290018,11,3,6,11,1,1,1,30,13,1,0,6,5,14,33,0
November,1919,"Cities, population 10,000 to 20,000",165854,6,1,5,0,0,1,0,6,6,0,0,2,3,15,10,0
November,1919,"Cities, population 5,000 to 10,000",135780,6,3,1,4,0,1,0,9,6,0,0,2,0,5,6,0
December,1919,"Indiana (statewide)",2948088,212,39,14,36,9,5,9,326,31,0,1,33,17,216,175,31
December,1919,"Northern counties",1042514,68,12,5,12,3,2,8,123,19,0,0,12,5,68,61,22
December,1919,"Central counties",1219131,92,19,7,14,4,2,0,137,7,0,1,11,8,98,78,0
December,1919,"Southern counties",686443,52,8,2,10,2,1,1,69,5,0,0,10,4,50,36,11
December,1919,"Urban, population over 5,000",1246909,97,20,3,21,4,3,5,177,20,0,0,14,9,96,89,1
